Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
SQT121_129_064_S40_L001_R1_001_trimmed_1P	9.30655339679602	39.0	131.47730762333623	0.0	29755896.0
SQT121_129_064_S40_L001_R1_001_trimmed_1U	9.335575299110388	41.0	89.49876859335457	0.0	5419006.0
SQT121_129_064_S40_L001_R2_001_trimmed_2P	11.15350091959489	40.0	117.53331806913158	0.0	29755896.0
SQT121_129_064_S40_L001_R2_001_trimmed_2U	27.60325709120886	41.0	38.44780894620299	9.090909090909092	479153.0
scaa0503_108_085_S18_L001_R1_001_trimmed_1P	9.950407831106645	40.0	131.51610662506164	0.0	34736824.0
scaa0503_108_085_S18_L001_R1_001_trimmed_1U	9.737610151183787	41.0	91.56802119638951	0.0	9495202.0
scaa0503_108_085_S18_L001_R2_001_trimmed_2P	11.452964350284972	40.0	118.16399990972117	0.0	34736824.0
scaa0503_108_085_S18_L001_R2_001_trimmed_2U	25.031133247835015	41.0	40.80913486097935	9.090909090909092	548120.0
scca0200_116_077_S28_L001_R1_001_trimmed_1P	8.520073734776318	39.0	135.77560896539063	0.0	41710129.0
scca0200_116_077_S28_L001_R1_001_trimmed_1U	7.064795274061524	41.0	93.37800958926867	0.0	12941550.0
scca0200_116_077_S28_L001_R2_001_trimmed_2P	9.395332331392865	39.0	130.6065625929855	0.0	41710129.0
scca0200_116_077_S28_L001_R2_001_trimmed_2U	13.648998039975652	41.0	61.993888991810536	9.090909090909092	394043.0
scca0201_104_089_S29_L001_R1_001_trimmed_1P	8.054222955428031	39.0	135.3538828226947	0.0	40806383.0
scca0201_104_089_S29_L001_R1_001_trimmed_1U	6.659419892920795	40.0	91.85066628511031	0.0	10832825.0
scca0201_104_089_S29_L001_R2_001_trimmed_2P	9.357507084415218	39.0	128.97389589760994	0.0	40806383.0
scca0201_104_089_S29_L001_R2_001_trimmed_2U	15.077574756673826	41.0	59.294346531281626	0.0	414029.0
scca0207_187_006_S30_L001_R1_001_trimmed_1P	8.102871723716447	39.0	135.35137760531208	0.0	38761719.0
scca0207_187_006_S30_L001_R1_001_trimmed_1U	6.718325666117835	41.0	93.16366047686509	0.0	9916096.0
scca0207_187_006_S30_L001_R2_001_trimmed_2P	9.568515230082227	40.0	128.00454567043323	0.0	38761719.0
scca0207_187_006_S30_L001_R2_001_trimmed_2U	16.435845919307226	41.0	56.83514555673582	9.090909090909092	394451.0
scca0506_191_002_S19_L001_R1_001_trimmed_1P	9.994587090401396	40.0	130.86267727511637	0.0	33030651.0
scca0506_191_002_S19_L001_R1_001_trimmed_1U	9.303217061356065	41.0	90.235885853317	0.0	11774534.0
scca0506_191_002_S19_L001_R2_001_trimmed_2P	11.561227402956376	40.0	119.05050863211869	0.0	33030651.0
scca0506_191_002_S19_L001_R2_001_trimmed_2U	24.262242123303437	41.0	42.57095606496185	9.090909090909092	531512.0
scca0507_179_014_S20_L001_R1_001_trimmed_1P	9.9797463768667	39.0	131.4614092579944	0.0	34717433.0
scca0507_179_014_S20_L001_R1_001_trimmed_1U	9.249583662243992	40.0	94.00005539846721	0.0	11462411.0
scca0507_179_014_S20_L001_R2_001_trimmed_2P	11.374043239215027	39.0	120.9971588049151	0.0	34717433.0
scca0507_179_014_S20_L001_R2_001_trimmed_2U	23.055229523209178	40.0	43.479565322331254	9.090909090909092	530324.0
scca0509_167_026_S21_L001_R1_001_trimmed_1P	9.848664051093266	40.0	130.64026718951624	0.0	36611167.0
scca0509_167_026_S21_L001_R1_001_trimmed_1U	9.550329783924582	41.0	91.51691418647424	0.0	10511886.0
scca0509_167_026_S21_L001_R2_001_trimmed_2P	11.765824447478622	40.0	119.30027321991675	0.0	36611167.0
scca0509_167_026_S21_L001_R2_001_trimmed_2U	27.910283540943666	41.0	39.93684755470219	9.090909090909092	610396.0
scca0539_131_062_S24_L001_R1_001_trimmed_1P	10.001377087488905	39.0	132.13144685071046	0.0	30296595.0
scca0539_131_062_S24_L001_R1_001_trimmed_1U	9.991743850630513	40.0	89.8377367970557	0.0	5572810.0
scca0539_131_062_S24_L001_R2_001_trimmed_2P	11.652120446363497	40.0	117.07401577636034	0.0	30296595.0
scca0539_131_062_S24_L001_R2_001_trimmed_2U	25.91072568150304	40.0	38.565719921613116	9.090909090909092	465384.0
scca0540_119_074_S25_L001_R1_001_trimmed_1P	9.115995190196045	40.0	132.47078466644214	0.0	28752179.0
scca0540_119_074_S25_L001_R1_001_trimmed_1U	8.999669707216611	41.0	91.87099373840739	0.0	5912713.0
scca0540_119_074_S25_L001_R2_001_trimmed_2P	10.76325396249949	40.0	118.32317070647063	0.0	28752179.0
scca0540_119_074_S25_L001_R2_001_trimmed_2U	23.573289629755408	41.0	41.372092128579915	9.090909090909092	415897.0
scca0548_152_041_S96_L003_R1_001_trimmed_1P	11.874575715680862	40.0	136.78060492584527	0.0	37168159.0
scca0548_152_041_S96_L003_R1_001_trimmed_1U	10.484080113926069	41.0	97.32495407182674	0.0	9972637.0
scca0548_152_041_S96_L003_R2_001_trimmed_2P	12.60992333979874	40.0	124.86729393834115	0.0	37168159.0
scca0548_152_041_S96_L003_R2_001_trimmed_2U	19.740480809637305	40.0	50.543996327496195	9.090909090909092	298434.0
scca0549_140_053_S97_L003_R1_001_trimmed_1P	12.16777255737847	40.0	136.6681581497464	0.0	38383495.0
scca0549_140_053_S97_L003_R1_001_trimmed_1U	10.534837287319121	41.0	97.74822907514314	0.0	10714458.0
scca0549_140_053_S97_L003_R2_001_trimmed_2P	13.09994641019837	40.0	124.75977752937818	0.0	38383495.0
scca0549_140_053_S97_L003_R2_001_trimmed_2U	18.298867478581528	41.0	51.6780463790313	9.090909090909092	310787.0
scca0550_128_065_S98_L003_R1_001_trimmed_1P	11.9073803023728	40.0	136.0575509607698	0.0	33898183.0
scca0550_128_065_S98_L003_R1_001_trimmed_1U	10.19384390711754	41.0	97.47808241654958	0.0	8788332.0
scca0550_128_065_S98_L003_R2_001_trimmed_2P	12.590141758434342	40.0	127.52826810805759	0.0	33898183.0
scca0550_128_065_S98_L003_R2_001_trimmed_2U	15.709199369923923	40.0	56.70235024465249	9.090909090909092	278354.0
scca0551_116_077_S99_L003_R1_001_trimmed_1P	12.635776410812838	40.0	136.78169966226406	0.0	33339953.0
scca0551_116_077_S99_L003_R1_001_trimmed_1U	10.977913698239476	41.0	97.34320381817359	0.0	12945666.0
scca0551_116_077_S99_L003_R2_001_trimmed_2P	13.2495044452305	40.0	128.2740348794133	0.0	33339953.0
scca0551_116_077_S99_L003_R2_001_trimmed_2U	16.439203830587573	40.0	55.40767314477913	9.090909090909092	254498.0
scca0554_097_096_S123_L003_R1_001_trimmed_1P	11.246010926504653	39.0	133.74353321270394	0.0	30921150.0
scca0554_097_096_S123_L003_R1_001_trimmed_1U	9.888410052140102	41.0	91.82873237963076	0.0	8908298.0
scca0554_097_096_S123_L003_R2_001_trimmed_2P	12.118461834700028	40.0	127.69004778282826	0.0	30921150.0
scca0554_097_096_S123_L003_R2_001_trimmed_2U	23.865812181817603	41.0	44.44526372786342	9.090909090909092	376752.0
scca0561_164_029_S24_L001_R1_001_trimmed_1P	6.293849375398636	41.0	134.5110745925494	0.0	33969331.0
scca0561_164_029_S24_L001_R1_001_trimmed_1U	5.42537159825504	42.0	92.34747727207615	0.0	13577901.0
scca0561_164_029_S24_L001_R2_001_trimmed_2P	7.214598039117121	41.0	131.44517093963375	0.0	33969331.0
scca0561_164_029_S24_L001_R2_001_trimmed_2U	12.81074196332257	42.0	64.83902577595384	0.0	362586.0
scca0583_152_041_S25_L001_R1_001_trimmed_1P	8.61151139881565	39.0	135.18583769076818	0.0	42919173.0
scca0583_152_041_S25_L001_R1_001_trimmed_1U	7.175702988812503	40.0	94.08357981251521	0.0	13157974.0
scca0583_152_041_S25_L001_R2_001_trimmed_2P	9.430148851357501	39.0	129.7841035753415	0.0	42919173.0
scca0583_152_041_S25_L001_R2_001_trimmed_2U	15.41308732070219	40.0	57.8691960496171	0.0	438236.0
scca0586_140_053_S26_L001_R1_001_trimmed_1P	7.216192914407685	40.0	135.19303071562197	0.0	38251187.0
scca0586_140_053_S26_L001_R1_001_trimmed_1U	6.163627236633403	41.0	92.16633374700538	0.0	12798383.0
scca0586_140_053_S26_L001_R2_001_trimmed_2P	8.442348291812223	40.0	129.27780042486	0.0	38251187.0
scca0586_140_053_S26_L001_R2_001_trimmed_2U	14.245695899755958	42.0	60.124558985383516	0.0	388876.0
scca0587_128_065_S27_L001_R1_001_trimmed_1P	7.859807740288787	40.0	134.66609335912142	0.0	43910696.0
scca0587_128_065_S27_L001_R1_001_trimmed_1U	6.474389830568796	41.0	92.15761581418232	0.0	10167127.0
scca0587_128_065_S27_L001_R2_001_trimmed_2P	8.951642935683836	40.0	129.44160880528972	0.0	43910696.0
scca0587_128_065_S27_L001_R2_001_trimmed_2U	14.883701637662966	41.0	59.880212623393696	0.0	468622.0
scca1001_166_027_S29_L001_R1_001_trimmed_1P	10.093706242912518	40.0	131.99334064379283	0.0	33586580.0
scca1001_166_027_S29_L001_R1_001_trimmed_1U	9.997674170038096	41.0	90.01751777079329	0.0	6501398.0
scca1001_166_027_S29_L001_R2_001_trimmed_2P	11.897241311187145	40.0	116.10352819489212	0.0	33586580.0
scca1001_166_027_S29_L001_R2_001_trimmed_2U	27.512150486091045	41.0	37.40736606926593	9.090909090909092	516069.0
scca1025_155_038_S22_L001_R1_001_trimmed_1P	10.094864615157078	40.0	131.76851760117253	0.0	31693684.0
scca1025_155_038_S22_L001_R1_001_trimmed_1U	9.63983565760455	41.0	92.30855317116102	0.0	7592377.0
scca1025_155_038_S22_L001_R2_001_trimmed_2P	11.732400400967805	40.0	118.8471805297232	0.0	31693684.0
scca1025_155_038_S22_L001_R2_001_trimmed_2U	25.494850847523537	41.0	40.597123326973275	9.090909090909092	498423.0
scca1029_154_039_S30_L001_R1_001_trimmed_1P	10.677310252377751	40.0	132.11777397023806	0.0	32470078.0
scca1029_154_039_S30_L001_R1_001_trimmed_1U	9.841226914296996	41.0	91.55645311006286	0.0	8219866.0
scca1029_154_039_S30_L001_R2_001_trimmed_2P	12.092487457772876	40.0	118.94804536656795	0.0	32470078.0
scca1029_154_039_S30_L001_R2_001_trimmed_2U	24.851283465207757	41.0	40.584951374899624	9.090909090909092	506837.0
scca1039_142_051_S31_L001_R1_001_trimmed_1P	8.915388949683901	40.0	132.05473500268238	0.0	29464619.0
scca1039_142_051_S31_L001_R1_001_trimmed_1U	8.881832333281508	41.0	91.28524202483594	0.0	4593103.0
scca1039_142_051_S31_L001_R2_001_trimmed_2P	10.593215528268502	40.0	117.86525622476232	0.0	29464619.0
scca1039_142_051_S31_L001_R2_001_trimmed_2U	25.369470194435024	41.0	39.270527611878165	9.090909090909092	456434.0
scca1046_143_050_S23_L001_R1_001_trimmed_1P	9.888349158120974	40.0	131.24409178618214	0.0	32923910.0
scca1046_143_050_S23_L001_R1_001_trimmed_1U	9.18339684321107	41.0	92.64134160313226	0.0	11499675.0
scca1046_143_050_S23_L001_R2_001_trimmed_2P	11.103429901983418	40.0	121.59295457313544	0.0	32923910.0
scca1046_143_050_S23_L001_R2_001_trimmed_2U	22.746619608319207	40.0	43.4499739710807	9.090909090909092	514812.0
