Sample	QualiMap_mqc-generalstats-qualimap-mean_coverage	QualiMap_mqc-generalstats-qualimap-percentage_aligned	QualiMap_mqc-generalstats-qualimap-mapped_reads	QualiMap_mqc-generalstats-qualimap-total_reads	QualiMap_mqc-generalstats-qualimap-general_error_rate	Samtools_mqc-generalstats-samtools-flagstat_total	Samtools_mqc-generalstats-samtools-mapped_passed	QualiMap_mqc-generalstats-qualimap-avg_gc	QualiMap_mqc-generalstats-qualimap-median_insert_size	QualiMap_mqc-generalstats-qualimap-1_x_pc	QualiMap_mqc-generalstats-qualimap-5_x_pc	QualiMap_mqc-generalstats-qualimap-10_x_pc	QualiMap_mqc-generalstats-qualimap-30_x_pc	QualiMap_mqc-generalstats-qualimap-50_x_pc	QualiMap_mqc-generalstats-qualimap-median_coverage
scca0548_merged_qualimap								40.81901670293418	226	98.8703043396979	76.62088867363757	28.11761614221485	3.6257263165688274	1.839952216049501	7
scca0549_merged	8.8365	92.74853315834845	185626163.0	200139190.0	1.38										
scca0549_merged_flagstats						205502199	190989172								
scca0549_merged_qualimap								40.72845796592037	215	98.3017525095962	67.7645403577866	20.85063503381604	3.0610429180495777	1.509202683549369	6
scca0550_merged	9.2594	92.82289137747502	194009271.0	209010157.0	1.35										
scca0550_merged_flagstats						215500823	200499937								
scca0550_merged_qualimap								40.66359585200926	214	98.51187480477209	70.91519929148895	23.156431748268716	3.2191790142296317	1.6120491980477456	6
scca0551_merged	10.1966	93.02181047778339	216161233.0	232376936.0	1.43										
scca0551_merged_flagstats						239601205	223385502								
scca0551_merged_qualimap								40.77373882266272	202	98.65362633132737	73.81293849444054	27.12205699032526	3.683058613780791	1.9503282797309442	7
scca0554_merged	8.6177	92.69142599260715	180275306.0	194489732.0	1.3599999999999999										
scca0554_merged_flagstats						199173411	184958985								
scca0554_merged_qualimap								40.60589550968838	223	98.35483342844651	67.64916206797515	19.752599079826837	2.815433371081015	1.3692277801489787	6
scca0561_merged	9.2989	93.87883904440858	193474982.0	206090088.0	1.26										
scca0561_merged_flagstats						215895734	203280628								
scca0561_merged_qualimap								42.02344393759375	211	98.37804353736313	72.90462780887202	28.42645708208905	2.8294319815376103	1.37198411713169	7
scca0583_merged	11.8399	93.74224540534638	243329299.0	259572723.0	1.43										
scca0583_merged_flagstats						265043550	248800126								
scca0583_merged_qualimap								40.409152368039685	226	99.20816583601398	82.69556341387764	36.3293437381638	4.362846927130093	2.3838741617734365	8
scca0586_merged	10.8509	93.41313253381959	225328156.0	241216786.0	1.3599999999999999										
scca0586_merged_flagstats						253826871	237938241								
scca0586_merged_qualimap								41.223764079860075	221	99.04361856973293	80.07958819990553	33.349490047344815	3.903412157093737	2.0382382432686366	8
scca0587_merged	11.4538	93.57584261916526	234269001.0	250352008.0	1.37										
scca0587_merged_flagstats						258775138	242692131								
scca0587_merged_qualimap								40.609416239457154	240	99.18730176131896	84.17952839270524	35.80699520035231	4.207221370738533	2.2649784102339496	8
scca1001_merged	10.007	91.41350434261558	209938445.0	229658021.0	1.38										
scca1001_merged_flagstats						231025723	211306147								
scca1001_merged_qualimap								40.789853422170545	247	98.91014304099143	76.83938707473402	26.60194058973501	3.522318449928145	1.7808194146497855	7
scca1025_merged	9.1834	91.69367491040812	192749175.0	210209892.0	1.37										
scca1025_merged_flagstats						211817711	194356994								
scca1025_merged_qualimap								40.823813548497256	229	98.5993662587541	71.1367553520121	22.118342694913856	3.1722407702146205	1.5600804846997938	6
scca1029_merged	9.1873	91.56668926633303	192872277.0	210635853.0	1.4500000000000002										
scca1029_merged_flagstats						215948453	198184877								
scca1029_merged_qualimap								41.03206927620624	220	98.28715036703059	67.8797723670299	21.020946759998722	3.3325969152293164	1.698234440861086	6
scca1039_merged	8.9578	91.99848106149031	186470724.0	202688916.0	1.41										
scca1039_merged_flagstats						203991532	187773340								
scca1039_merged_qualimap								40.773278737280116	245	98.45325400384462	69.3028300654204	21.008449105727962	3.125582333533499	1.6025638809958154	6
scca1046_merged	10.3751	92.02255954855747	219484723.0	238511865.0	1.35										
scca1046_merged_flagstats						243662048	224634906								
scca1046_merged_qualimap								40.760783695789506	207	98.94973997455295	78.60585801809911	29.89698990412331	3.529876316249243	1.8063256146372513	7
