Sample	1	2	3	4	5	6	7	8	9	10	11	X	12	13	14	15	16	17	18	19	Y	CACRXI020000006.1	CACRXI020000004.1	CACRXI020000005.1	CACRXI020000007.1	CACRXI020000008.1	CACRXI020000010.1	CACRXI020000011.1	CACRXI020000012.1	CACRXI020000013.1	CACRXI020000014.1	CACRXI020000036.1	CACRXI020000015.1	CACRXI020000016.1	CACRXI020000017.1	CACRXI020000018.1	CACRXI020000019.1	CACRXI020000020.1	CACRXI020000021.1	CACRXI020000022.1	CACRXI020000024.1	CACRXI020000025.1	CACRXI020000009.1	CACRXI020000026.1	CACRXI020000027.1	CACRXI020000028.1	CACRXI020000029.1	CACRXI020000030.1	CACRXI020000031.1	CACRXI020000032.1	CACRXI020000033.1	CACRXI020000034.1	CACRXI020000035.1	CACRXI020000037.1	CACRXI020000038.1	CACRXI020000039.1	CACRXI020000041.1	CACRXI020000040.1	CACRXI020000042.1	CACRXI020000043.1	CACRXI020000044.1	CACRXI020000045.1	CACRXI020000046.1	CACRXI020000047.1	CACRXI020000048.1	CACRXI020000049.1	CACRXI020000050.1	CACRXI020000001.1	CACRXI020000002.1	CACRXI020000003.1	CACRXI020000051.1	CACRXI020000052.1	CACRXI020000053.1	CACRXI020000054.1	CACRXI020000055.1	CACRXI020000056.1	CACRXI020000057.1	CACRXI020000058.1	CACRXI020000059.1	CACRXI020000060.1	CACRXI020000061.1	CACRXI020000062.1	CACRXI020000063.1	CACRXI020000064.1	CACRXI020000065.1	CACRXI020000067.1	CACRXI020000066.1	CACRXI020000068.1	CACRXI020000069.1	*
scaa0503_merged_idxstats	[13694794, 208993527]	[13814735, 199827622]	[11990407, 183546597]	[11729480, 177112356]	[13958765, 175905472]	[10509869, 162265839]	[10382620, 154993933]	[10218984, 148229995]	[9308002, 141423999]	[9029685, 140975125]	[10855457, 135226351]	[4845731, 131720120]	[9924813, 118645147]	[6777324, 94684172]	[5815823, 88654151]	[7454039, 83138899]	[6490520, 68567161]	[6444123, 66045118]	[2881723, 41557064]	[3729142, 30991954]	[243711, 4810933]	[2650587, 8402289]	[1120045, 6410460]	[3207843, 5308990]	[1337468, 5063854]	[1150061, 4326611]	[2197530, 3913960]	[975561, 3752592]	[663372, 3398208]	[1200386, 3366225]	[1270717, 3282125]	[487338, 3118605]	[1808963, 3064279]	[1186956, 3047915]	[1380104, 3015224]	[1048394, 2629848]	[1189117, 2573765]	[1224001, 2538454]	[1901026, 2446612]	[528212, 2434104]	[1276489, 2223422]	[419999, 2209048]	[3899574, 2174612]	[272327, 2170072]	[919538, 2139930]	[404572, 2102767]	[1241685, 2089753]	[797260, 1940562]	[476288, 1877203]	[449449, 1866882]	[791994, 1846946]	[1318645, 1843046]	[730335, 1827521]	[1360005, 1802838]	[388678, 1785753]	[361295, 1783449]	[854437, 1733835]	[382064, 1731233]	[221123, 1716154]	[595820, 1714846]	[379359, 1649170]	[461617, 1619137]	[403152, 1596526]	[320350, 1581602]	[643793, 1567387]	[131895, 1518027]	[389243, 1505718]	[219861, 1427275]	[317166, 1380103]	[115359, 1340613]	[358765, 1284951]	[733105, 1272262]	[238037, 1270296]	[630002, 1257048]	[285773, 1222577]	[1863496, 1195167]	[533596, 1185416]	[723166, 1173495]	[453366, 1160222]	[640353, 1155998]	[619458, 1149056]	[496431, 1135576]	[147988, 1097598]	[396834, 1086809]	[251510, 1071909]	[539399, 1055643]	[365581, 1055014]	[114453, 1038501]	[181080, 1033007]	[0, 0]
scca0200_merged_idxstats	[14657273, 208993527]	[14970692, 199827622]	[12807576, 183546597]	[12628196, 177112356]	[15363852, 175905472]	[11399698, 162265839]	[11351519, 154993933]	[10991022, 148229995]	[10066447, 141423999]	[9847563, 140975125]	[12225729, 135226351]	[5327084, 131720120]	[10597593, 118645147]	[7367118, 94684172]	[6260274, 88654151]	[7842262, 83138899]	[7164492, 68567161]	[7273370, 66045118]	[3128536, 41557064]	[4140080, 30991954]	[274355, 4810933]	[2673102, 8402289]	[1225955, 6410460]	[3841665, 5308990]	[1350502, 5063854]	[1207067, 4326611]	[2659672, 3913960]	[1039119, 3752592]	[756183, 3398208]	[1441603, 3366225]	[1370075, 3282125]	[590096, 3118605]	[1858794, 3064279]	[1165650, 3047915]	[1532879, 3015224]	[1063680, 2629848]	[1266373, 2573765]	[1362994, 2538454]	[2216888, 2446612]	[558730, 2434104]	[1340437, 2223422]	[520214, 2209048]	[4690589, 2174612]	[303272, 2170072]	[951155, 2139930]	[459545, 2102767]	[1318002, 2089753]	[1012896, 1940562]	[461134, 1877203]	[499146, 1866882]	[908308, 1846946]	[1568866, 1843046]	[781766, 1827521]	[1599946, 1802838]	[387886, 1785753]	[417523, 1783449]	[883823, 1733835]	[463445, 1731233]	[286332, 1716154]	[629991, 1714846]	[432257, 1649170]	[619356, 1619137]	[410615, 1596526]	[445249, 1581602]	[670228, 1567387]	[150743, 1518027]	[388960, 1505718]	[246494, 1427275]	[301603, 1380103]	[128441, 1340613]	[284010, 1284951]	[748729, 1272262]	[241175, 1270296]	[630456, 1257048]	[327989, 1222577]	[2163611, 1195167]	[633368, 1185416]	[861980, 1173495]	[433845, 1160222]	[772377, 1155998]	[735768, 1149056]	[512221, 1135576]	[144435, 1097598]	[436716, 1086809]	[239660, 1071909]	[345067, 1055643]	[400667, 1055014]	[141747, 1038501]	[200205, 1033007]	[0, 0]
scca0201_merged_idxstats	[13135400, 208993527]	[13513509, 199827622]	[11461699, 183546597]	[11239228, 177112356]	[13646064, 175905472]	[10231075, 162265839]	[10143599, 154993933]	[10246282, 148229995]	[9042726, 141423999]	[8825786, 140975125]	[10923588, 135226351]	[8310526, 131720120]	[9292378, 118645147]	[6439454, 94684172]	[5693470, 88654151]	[7078217, 83138899]	[6252290, 68567161]	[6076026, 66045118]	[2794856, 41557064]	[4383758, 30991954]	[108664, 4810933]	[2479840, 8402289]	[940467, 6410460]	[3253030, 5308990]	[1358905, 5063854]	[1109115, 4326611]	[2086083, 3913960]	[1060627, 3752592]	[812404, 3398208]	[1294168, 3366225]	[1123643, 3282125]	[502530, 3118605]	[1617349, 3064279]	[1058775, 3047915]	[1511480, 3015224]	[932689, 2629848]	[1121726, 2573765]	[1101403, 2538454]	[1679826, 2446612]	[523474, 2434104]	[1097249, 2223422]	[423774, 2209048]	[4252440, 2174612]	[270375, 2170072]	[775048, 2139930]	[376535, 2102767]	[1099158, 2089753]	[757593, 1940562]	[424069, 1877203]	[407298, 1866882]	[727349, 1846946]	[1240719, 1843046]	[725735, 1827521]	[1220590, 1802838]	[356753, 1785753]	[392610, 1783449]	[756786, 1733835]	[394241, 1731233]	[252522, 1716154]	[547767, 1714846]	[379104, 1649170]	[497034, 1619137]	[359135, 1596526]	[400773, 1581602]	[523475, 1567387]	[136608, 1518027]	[396708, 1505718]	[234753, 1427275]	[346097, 1380103]	[119459, 1340613]	[290231, 1284951]	[611845, 1272262]	[255561, 1270296]	[537240, 1257048]	[237238, 1222577]	[1765721, 1195167]	[441389, 1185416]	[636140, 1173495]	[414784, 1160222]	[558386, 1155998]	[542418, 1149056]	[479350, 1135576]	[149235, 1097598]	[342982, 1086809]	[244373, 1071909]	[172131, 1055643]	[319331, 1055014]	[123212, 1038501]	[174814, 1033007]	[0, 0]
scca0207_merged_idxstats	[12552289, 208993527]	[12875099, 199827622]	[10998372, 183546597]	[10801246, 177112356]	[13069206, 175905472]	[9748492, 162265839]	[9669142, 154993933]	[9671348, 148229995]	[8621595, 141423999]	[8397121, 140975125]	[9781051, 135226351]	[7852524, 131720120]	[9199288, 118645147]	[6449101, 94684172]	[5358103, 88654151]	[6743822, 83138899]	[5844477, 68567161]	[5899800, 66045118]	[2679773, 41557064]	[3109195, 30991954]	[98657, 4810933]	[2168878, 8402289]	[1151015, 6410460]	[2623165, 5308990]	[1198440, 5063854]	[1013860, 4326611]	[2080469, 3913960]	[938241, 3752592]	[549109, 3398208]	[997225, 3366225]	[1068884, 3282125]	[448162, 3118605]	[1637045, 3064279]	[989597, 3047915]	[1150344, 3015224]	[986973, 2629848]	[993430, 2573765]	[974464, 2538454]	[1748795, 2446612]	[467160, 2434104]	[925833, 2223422]	[376770, 2209048]	[4202518, 2174612]	[209679, 2170072]	[780907, 2139930]	[364181, 2102767]	[1023254, 2089753]	[751513, 1940562]	[463989, 1877203]	[411431, 1866882]	[671583, 1846946]	[1241412, 1843046]	[692598, 1827521]	[1220164, 1802838]	[347141, 1785753]	[403744, 1783449]	[728403, 1733835]	[299892, 1731233]	[247747, 1716154]	[529928, 1714846]	[300921, 1649170]	[360089, 1619137]	[389660, 1596526]	[315756, 1581602]	[537141, 1567387]	[126449, 1518027]	[368912, 1505718]	[275039, 1427275]	[258402, 1380103]	[120485, 1340613]	[255855, 1284951]	[611006, 1272262]	[234230, 1270296]	[535314, 1257048]	[197856, 1222577]	[1743161, 1195167]	[457501, 1185416]	[610836, 1173495]	[361875, 1160222]	[612103, 1155998]	[556813, 1149056]	[430963, 1135576]	[173975, 1097598]	[382907, 1086809]	[237434, 1071909]	[379253, 1055643]	[294756, 1055014]	[119108, 1038501]	[171043, 1033007]	[0, 0]
scca0506_merged_idxstats	[11803193, 208993527]	[12026651, 199827622]	[10364937, 183546597]	[10082026, 177112356]	[12415853, 175905472]	[9159444, 162265839]	[9114420, 154993933]	[8957409, 148229995]	[8054063, 141423999]	[7820092, 140975125]	[9519218, 135226351]	[4233048, 131720120]	[8907931, 118645147]	[6003957, 94684172]	[5053183, 88654151]	[6488611, 83138899]	[5701280, 68567161]	[6119298, 66045118]	[2528021, 41557064]	[3170239, 30991954]	[219015, 4810933]	[2318511, 8402289]	[1077758, 6410460]	[3167200, 5308990]	[1086362, 5063854]	[958050, 4326611]	[1884133, 3913960]	[885652, 3752592]	[656807, 3398208]	[1180792, 3366225]	[1060453, 3282125]	[492593, 3118605]	[1581538, 3064279]	[991873, 3047915]	[1206239, 3015224]	[894889, 2629848]	[1042286, 2573765]	[1054672, 2538454]	[1621367, 2446612]	[435485, 2434104]	[1302528, 2223422]	[367157, 2209048]	[3651806, 2174612]	[253375, 2170072]	[699602, 2139930]	[321609, 2102767]	[974092, 2089753]	[711527, 1940562]	[384005, 1877203]	[393682, 1866882]	[672125, 1846946]	[1163909, 1843046]	[642531, 1827521]	[1132286, 1802838]	[312040, 1785753]	[347242, 1783449]	[721697, 1733835]	[370033, 1731233]	[187477, 1716154]	[478240, 1714846]	[339281, 1649170]	[495535, 1619137]	[354129, 1596526]	[301897, 1581602]	[521289, 1567387]	[122979, 1518027]	[363206, 1505718]	[226679, 1427275]	[244607, 1380103]	[101623, 1340613]	[242280, 1284951]	[574661, 1272262]	[190848, 1270296]	[546470, 1257048]	[253147, 1222577]	[1598394, 1195167]	[484409, 1185416]	[559356, 1173495]	[355916, 1160222]	[576455, 1155998]	[529803, 1149056]	[404562, 1135576]	[209145, 1097598]	[330609, 1086809]	[232214, 1071909]	[209061, 1055643]	[268499, 1055014]	[105505, 1038501]	[183921, 1033007]	[0, 0]
scca0507_merged_idxstats	[13015034, 208993527]	[13111832, 199827622]	[11384751, 183546597]	[11187139, 177112356]	[13378162, 175905472]	[10125220, 162265839]	[9972895, 154993933]	[9884061, 148229995]	[8944928, 141423999]	[8728597, 140975125]	[10810248, 135226351]	[4726940, 131720120]	[9651222, 118645147]	[6692609, 94684172]	[5621906, 88654151]	[6987917, 83138899]	[6304976, 68567161]	[6166580, 66045118]	[2700960, 41557064]	[3592678, 30991954]	[244495, 4810933]	[2592162, 8402289]	[1139088, 6410460]	[3039727, 5308990]	[1271731, 5063854]	[1213051, 4326611]	[2401706, 3913960]	[1046168, 3752592]	[713477, 3398208]	[1314088, 3366225]	[1242397, 3282125]	[507236, 3118605]	[1869208, 3064279]	[1204136, 3047915]	[1598640, 3015224]	[988385, 2629848]	[1264768, 2573765]	[1346598, 2538454]	[1744805, 2446612]	[460997, 2434104]	[855505, 2223422]	[349295, 2209048]	[3956401, 2174612]	[289560, 2170072]	[970307, 2139930]	[416767, 2102767]	[1232198, 2089753]	[848788, 1940562]	[493969, 1877203]	[351060, 1866882]	[880914, 1846946]	[1342005, 1843046]	[677685, 1827521]	[1380756, 1802838]	[326849, 1785753]	[350677, 1783449]	[795337, 1733835]	[418419, 1731233]	[275121, 1716154]	[559802, 1714846]	[388735, 1649170]	[518645, 1619137]	[385688, 1596526]	[356632, 1581602]	[680641, 1567387]	[136496, 1518027]	[373281, 1505718]	[231107, 1427275]	[321204, 1380103]	[118299, 1340613]	[307605, 1284951]	[708125, 1272262]	[236151, 1270296]	[484287, 1257048]	[342085, 1222577]	[1908377, 1195167]	[588842, 1185416]	[802675, 1173495]	[463241, 1160222]	[629206, 1155998]	[613887, 1149056]	[482954, 1135576]	[157991, 1097598]	[426588, 1086809]	[247903, 1071909]	[341434, 1055643]	[335433, 1055014]	[128296, 1038501]	[177918, 1033007]	[0, 0]
scca0509_merged_idxstats	[13011235, 208993527]	[13157251, 199827622]	[11367948, 183546597]	[11126640, 177112356]	[13606123, 175905472]	[10026507, 162265839]	[9862439, 154993933]	[9785160, 148229995]	[8864044, 141423999]	[8605721, 140975125]	[10064584, 135226351]	[4634381, 131720120]	[9337179, 118645147]	[6604929, 94684172]	[5544683, 88654151]	[6755341, 83138899]	[6091072, 68567161]	[6309068, 66045118]	[2722085, 41557064]	[3743372, 30991954]	[235248, 4810933]	[2285673, 8402289]	[1011293, 6410460]	[2928468, 5308990]	[1364075, 5063854]	[1072230, 4326611]	[2090277, 3913960]	[1000575, 3752592]	[601366, 3398208]	[1115663, 3366225]	[1132995, 3282125]	[470921, 3118605]	[1535041, 3064279]	[1012861, 3047915]	[1347638, 3015224]	[894216, 2629848]	[996634, 2573765]	[1121008, 2538454]	[1694454, 2446612]	[496706, 2434104]	[1459058, 2223422]	[444452, 2209048]	[3853303, 2174612]	[265064, 2170072]	[867750, 2139930]	[387383, 2102767]	[1038686, 2089753]	[837250, 1940562]	[384395, 1877203]	[456266, 1866882]	[765821, 1846946]	[1302302, 1843046]	[568671, 1827521]	[1291410, 1802838]	[375377, 1785753]	[379755, 1783449]	[644475, 1733835]	[359435, 1731233]	[275946, 1716154]	[516319, 1714846]	[333078, 1649170]	[399635, 1619137]	[444993, 1596526]	[362889, 1581602]	[624918, 1567387]	[129620, 1518027]	[353061, 1505718]	[248056, 1427275]	[312457, 1380103]	[118897, 1340613]	[368843, 1284951]	[604588, 1272262]	[279686, 1270296]	[483863, 1257048]	[256913, 1222577]	[1850996, 1195167]	[450404, 1185416]	[626660, 1173495]	[360585, 1160222]	[581256, 1155998]	[593857, 1149056]	[418543, 1135576]	[144575, 1097598]	[362277, 1086809]	[235070, 1071909]	[312845, 1055643]	[280302, 1055014]	[140043, 1038501]	[220625, 1033007]	[0, 0]
scca0539_merged_idxstats	[10079285, 208993527]	[10218799, 199827622]	[8858262, 183546597]	[8650491, 177112356]	[10538081, 175905472]	[7891283, 162265839]	[7695742, 154993933]	[7797527, 148229995]	[6964573, 141423999]	[6791938, 140975125]	[8177911, 135226351]	[6441049, 131720120]	[7138727, 118645147]	[5180876, 94684172]	[4368819, 88654151]	[5771655, 83138899]	[4692990, 68567161]	[4942508, 66045118]	[2177087, 41557064]	[2752309, 30991954]	[80136, 4810933]	[1845816, 8402289]	[898990, 6410460]	[2517604, 5308990]	[1105023, 5063854]	[855509, 4326611]	[1652390, 3913960]	[847858, 3752592]	[593815, 3398208]	[1064218, 3366225]	[840586, 3282125]	[437027, 3118605]	[1246833, 3064279]	[798236, 3047915]	[1037613, 3015224]	[754531, 2629848]	[875213, 2573765]	[895883, 2538454]	[1272585, 2446612]	[473108, 2434104]	[697738, 2223422]	[295257, 2209048]	[3388758, 2174612]	[190505, 2170072]	[609155, 2139930]	[305388, 2102767]	[863389, 2089753]	[586469, 1940562]	[494572, 1877203]	[309673, 1866882]	[560172, 1846946]	[963866, 1843046]	[545947, 1827521]	[938431, 1802838]	[275610, 1785753]	[341093, 1783449]	[550231, 1733835]	[373200, 1731233]	[183524, 1716154]	[435091, 1714846]	[268631, 1649170]	[419624, 1619137]	[353708, 1596526]	[315104, 1581602]	[482238, 1567387]	[101641, 1518027]	[304319, 1505718]	[198421, 1427275]	[251556, 1380103]	[90413, 1340613]	[236713, 1284951]	[477310, 1272262]	[189852, 1270296]	[403432, 1257048]	[182723, 1222577]	[1320367, 1195167]	[393531, 1185416]	[455216, 1173495]	[275214, 1160222]	[440881, 1155998]	[420059, 1149056]	[344671, 1135576]	[98763, 1097598]	[282599, 1086809]	[229074, 1071909]	[307159, 1055643]	[287926, 1055014]	[103942, 1038501]	[163513, 1033007]	[0, 0]
scca0540_merged_idxstats	[10607345, 208993527]	[10716556, 199827622]	[9309768, 183546597]	[9127150, 177112356]	[11081696, 175905472]	[8220652, 162265839]	[8081191, 154993933]	[8211612, 148229995]	[7245055, 141423999]	[7076003, 140975125]	[8118763, 135226351]	[3776769, 131720120]	[7879619, 118645147]	[5333965, 94684172]	[4552516, 88654151]	[5744926, 83138899]	[4912308, 68567161]	[4876794, 66045118]	[2297324, 41557064]	[3044031, 30991954]	[197955, 4810933]	[2298210, 8402289]	[892242, 6410460]	[2413342, 5308990]	[1079922, 5063854]	[1008699, 4326611]	[2029615, 3913960]	[856865, 3752592]	[502824, 3398208]	[899422, 3366225]	[1078680, 3282125]	[389846, 3118605]	[1506374, 3064279]	[1009302, 3047915]	[1312209, 3015224]	[816058, 2629848]	[1000069, 2573765]	[1035121, 2538454]	[1585628, 2446612]	[399007, 2434104]	[680933, 2223422]	[344988, 2209048]	[3106442, 2174612]	[196426, 2170072]	[768409, 2139930]	[324996, 2102767]	[1048745, 2089753]	[748873, 1940562]	[340969, 1877203]	[333928, 1866882]	[723380, 1846946]	[1124206, 1843046]	[611734, 1827521]	[1160740, 1802838]	[288500, 1785753]	[310610, 1783449]	[698929, 1733835]	[226419, 1731233]	[172593, 1716154]	[474908, 1714846]	[362305, 1649170]	[349479, 1619137]	[360327, 1596526]	[322494, 1581602]	[495344, 1567387]	[106588, 1518027]	[331688, 1505718]	[183063, 1427275]	[256964, 1380103]	[93551, 1340613]	[241452, 1284951]	[606163, 1272262]	[190716, 1270296]	[451710, 1257048]	[272076, 1222577]	[1591447, 1195167]	[422930, 1185416]	[650195, 1173495]	[398222, 1160222]	[542508, 1155998]	[526426, 1149056]	[426759, 1135576]	[100971, 1097598]	[324910, 1086809]	[224578, 1071909]	[234486, 1055643]	[282761, 1055014]	[104408, 1038501]	[164651, 1033007]	[0, 0]
scca0548_merged_idxstats	[12324726, 208993527]	[12434783, 199827622]	[10772547, 183546597]	[10466021, 177112356]	[12827914, 175905472]	[9506162, 162265839]	[9410040, 154993933]	[9429382, 148229995]	[8413884, 141423999]	[8192084, 140975125]	[9768298, 135226351]	[7607642, 131720120]	[8560239, 118645147]	[6273894, 94684172]	[5244865, 88654151]	[6587432, 83138899]	[5944224, 68567161]	[5997146, 66045118]	[2599235, 41557064]	[3411729, 30991954]	[95159, 4810933]	[2040066, 8402289]	[1057226, 6410460]	[3135161, 5308990]	[1268244, 5063854]	[1128082, 4326611]	[2025937, 3913960]	[942361, 3752592]	[673610, 3398208]	[1150566, 3366225]	[972349, 3282125]	[524427, 3118605]	[1479011, 3064279]	[988013, 3047915]	[1353624, 3015224]	[851953, 2629848]	[1053192, 2573765]	[1059384, 2538454]	[1470116, 2446612]	[488971, 2434104]	[645287, 2223422]	[431536, 2209048]	[3407914, 2174612]	[214120, 2170072]	[687637, 2139930]	[345774, 2102767]	[980042, 2089753]	[719996, 1940562]	[509765, 1877203]	[372566, 1866882]	[733673, 1846946]	[1150258, 1843046]	[631211, 1827521]	[1088500, 1802838]	[406408, 1785753]	[391812, 1783449]	[684784, 1733835]	[369036, 1731233]	[238929, 1716154]	[476457, 1714846]	[345620, 1649170]	[436810, 1619137]	[389647, 1596526]	[363572, 1581602]	[496193, 1567387]	[116701, 1518027]	[403368, 1505718]	[239690, 1427275]	[291687, 1380103]	[107657, 1340613]	[280521, 1284951]	[558722, 1272262]	[233102, 1270296]	[448846, 1257048]	[213333, 1222577]	[1572842, 1195167]	[420275, 1185416]	[597134, 1173495]	[348069, 1160222]	[525575, 1155998]	[509092, 1149056]	[419041, 1135576]	[184268, 1097598]	[343216, 1086809]	[250397, 1071909]	[271854, 1055643]	[265181, 1055014]	[125103, 1038501]	[185433, 1033007]	[0, 0]
scca0549_merged_idxstats	[10888061, 208993527]	[11122273, 199827622]	[9515919, 183546597]	[9308902, 177112356]	[11293020, 175905472]	[8410806, 162265839]	[8376480, 154993933]	[8207775, 148229995]	[7419030, 141423999]	[7236927, 140975125]	[8925067, 135226351]	[6751679, 131720120]	[7617144, 118645147]	[5502665, 94684172]	[4644371, 88654151]	[5687993, 83138899]	[5315246, 68567161]	[5096440, 66045118]	[2315436, 41557064]	[2834351, 30991954]	[86207, 4810933]	[2028975, 8402289]	[996114, 6410460]	[2789004, 5308990]	[1171899, 5063854]	[985554, 4326611]	[1763000, 3913960]	[888938, 3752592]	[565150, 3398208]	[983423, 3366225]	[977435, 3282125]	[414388, 3118605]	[1352659, 3064279]	[876234, 3047915]	[1241827, 3015224]	[752561, 2629848]	[852335, 2573765]	[805411, 2538454]	[1334748, 2446612]	[486377, 2434104]	[823083, 2223422]	[340794, 2209048]	[3648583, 2174612]	[198930, 2170072]	[615333, 2139930]	[309474, 2102767]	[841049, 2089753]	[585294, 1940562]	[326147, 1877203]	[328089, 1866882]	[611946, 1846946]	[1000445, 1843046]	[539941, 1827521]	[963637, 1802838]	[359504, 1785753]	[374004, 1783449]	[580521, 1733835]	[321440, 1731233]	[220874, 1716154]	[426162, 1714846]	[294706, 1649170]	[400907, 1619137]	[386592, 1596526]	[323323, 1581602]	[484539, 1567387]	[108754, 1518027]	[332170, 1505718]	[238361, 1427275]	[260665, 1380103]	[94785, 1340613]	[278798, 1284951]	[476863, 1272262]	[241578, 1270296]	[444014, 1257048]	[206568, 1222577]	[1376978, 1195167]	[295842, 1185416]	[555955, 1173495]	[319195, 1160222]	[473264, 1155998]	[419725, 1149056]	[334449, 1135576]	[135497, 1097598]	[286214, 1086809]	[219029, 1071909]	[247156, 1055643]	[232867, 1055014]	[109101, 1038501]	[174203, 1033007]	[0, 0]
scca0550_merged_idxstats	[11482774, 208993527]	[11715605, 199827622]	[10034480, 183546597]	[9881373, 177112356]	[11949553, 175905472]	[8858803, 162265839]	[8732431, 154993933]	[8607378, 148229995]	[7859001, 141423999]	[7629392, 140975125]	[9110879, 135226351]	[7100883, 131720120]	[8192426, 118645147]	[5969712, 94684172]	[4933267, 88654151]	[6099104, 83138899]	[5672211, 68567161]	[5453494, 66045118]	[2489738, 41557064]	[3112220, 30991954]	[92164, 4810933]	[2078497, 8402289]	[945637, 6410460]	[2790082, 5308990]	[1166741, 5063854]	[981932, 4326611]	[1905231, 3913960]	[866676, 3752592]	[584851, 3398208]	[969183, 3366225]	[978788, 3282125]	[407045, 3118605]	[1383232, 3064279]	[903869, 3047915]	[1169644, 3015224]	[836266, 2629848]	[971728, 2573765]	[844952, 2538454]	[1389048, 2446612]	[471423, 2434104]	[668714, 2223422]	[365379, 2209048]	[3698363, 2174612]	[197407, 2170072]	[575869, 2139930]	[327703, 2102767]	[915819, 2089753]	[678748, 1940562]	[402457, 1877203]	[342576, 1866882]	[604095, 1846946]	[1001975, 1843046]	[646588, 1827521]	[1002097, 1802838]	[350821, 1785753]	[372972, 1783449]	[616212, 1733835]	[317451, 1731233]	[223239, 1716154]	[476002, 1714846]	[328492, 1649170]	[359336, 1619137]	[372769, 1596526]	[312009, 1581602]	[423198, 1567387]	[117209, 1518027]	[380811, 1505718]	[217223, 1427275]	[279877, 1380103]	[104940, 1340613]	[270690, 1284951]	[529436, 1272262]	[244560, 1270296]	[500605, 1257048]	[179677, 1222577]	[1366917, 1195167]	[367460, 1185416]	[550512, 1173495]	[304511, 1160222]	[465180, 1155998]	[471296, 1149056]	[434474, 1135576]	[134514, 1097598]	[331655, 1086809]	[235938, 1071909]	[257044, 1055643]	[249780, 1055014]	[115745, 1038501]	[187879, 1033007]	[0, 0]
scca0551_merged_idxstats	[12614453, 208993527]	[12905737, 199827622]	[11047407, 183546597]	[10784038, 177112356]	[13248975, 175905472]	[9808624, 162265839]	[9620703, 154993933]	[9584806, 148229995]	[8657979, 141423999]	[8442103, 140975125]	[10260351, 135226351]	[4585727, 131720120]	[9330639, 118645147]	[6452910, 94684172]	[5462388, 88654151]	[6766501, 83138899]	[6372182, 68567161]	[6185735, 66045118]	[2720317, 41557064]	[3769864, 30991954]	[240684, 4810933]	[2524475, 8402289]	[1028458, 6410460]	[3273638, 5308990]	[1278927, 5063854]	[1070030, 4326611]	[2104538, 3913960]	[1037789, 3752592]	[618911, 3398208]	[1108630, 3366225]	[1087775, 3282125]	[489151, 3118605]	[1586213, 3064279]	[1109505, 3047915]	[1455431, 3015224]	[879311, 2629848]	[1085591, 2573765]	[1112777, 2538454]	[1925138, 2446612]	[466636, 2434104]	[1045484, 2223422]	[407771, 2209048]	[4255404, 2174612]	[255205, 2170072]	[864573, 2139930]	[432601, 2102767]	[1105143, 2089753]	[928476, 1940562]	[422999, 1877203]	[349916, 1866882]	[870765, 1846946]	[1443045, 1843046]	[691415, 1827521]	[1384582, 1802838]	[382354, 1785753]	[375009, 1783449]	[743750, 1733835]	[397142, 1731233]	[236698, 1716154]	[469020, 1714846]	[378911, 1649170]	[453735, 1619137]	[371677, 1596526]	[339893, 1581602]	[583535, 1567387]	[131773, 1518027]	[391053, 1505718]	[222218, 1427275]	[305934, 1380103]	[119653, 1340613]	[312114, 1284951]	[632054, 1272262]	[270830, 1270296]	[520552, 1257048]	[287442, 1222577]	[1953677, 1195167]	[493625, 1185416]	[645474, 1173495]	[397011, 1160222]	[676632, 1155998]	[649058, 1149056]	[427526, 1135576]	[138389, 1097598]	[382260, 1086809]	[270774, 1071909]	[242177, 1055643]	[312226, 1055014]	[134069, 1038501]	[174831, 1033007]	[0, 0]
