Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
scca0549_R1_7x	15.012164671884136	40.0	151.0	9.090909090909092	114936138.0
scca0549_R2_7x	14.58971472212221	41.0	151.0	9.090909090909092	114936138.0
scca0550_R1_7x	15.2257891002116	41.0	151.0	9.090909090909092	119396462.0
scca0550_R2_7x	14.792140937622165	41.0	151.0	9.090909090909092	119396462.0
scca0551_R1_7x	16.608385790880845	41.0	151.0	9.090909090909092	138733693.0
scca0551_R2_7x	16.113776039770684	41.0	151.0	9.090909090909092	138733693.0
scca0554_R1_7x	13.83250511070095	40.0	151.0	9.090909090909092	110116383.0
scca0554_R2_7x	13.716323030263439	40.0	151.0	9.090909090909092	110116383.0
scca0561_R1_7x	8.535217841146533	42.0	151.0	9.090909090909092	122262378.0
scca0561_R2_7x	8.419570558443667	42.0	151.0	9.090909090909092	122262378.0
scca0583_R1_7x	11.798534642507818	40.0	151.0	9.090909090909092	149425818.0
scca0583_R2_7x	11.388969840098667	40.0	151.0	9.090909090909092	149425818.0
scca0586_R1_7x	10.385647696893614	41.0	151.0	9.090909090909092	140458360.0
scca0586_R2_7x	10.152493896323222	42.0	151.0	9.090909090909092	140458360.0
scca0587_R1_7x	10.567426932128399	41.0	151.0	9.090909090909092	140359110.0
scca0587_R2_7x	10.424297424335819	41.0	151.0	9.090909090909092	140359110.0
scca1001_R1_7x	12.908745774603474	40.0	151.0	9.090909090909092	126686315.0
scca1001_R2_7x	11.938148067038824	40.0	151.0	9.090909090909092	126686315.0
scca1025_R1_7x	12.886169119286734	40.0	151.0	9.090909090909092	118276768.0
scca1025_R2_7x	12.242567220273997	40.0	151.0	9.090909090909092	118276768.0
scca1029_R1_7x	13.736581340878516	41.0	151.0	9.090909090909092	119137738.0
scca1029_R2_7x	12.951261931135221	41.0	151.0	9.090909090909092	119137738.0
scca1039_R1_7x	11.304048645141663	40.0	151.0	0.0	110033314.0
scca1039_R2_7x	10.59553222471233	40.0	151.0	0.0	110033314.0
scca1046_R1_7x	12.845579103672222	41.0	151.0	9.090909090909092	139380122.0
scca1046_R2_7x	12.30006238322187	41.0	151.0	9.090909090909092	139380122.0
